Id,Text,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph
robot/participant,Should I close the gripper? Yeah.,171.8311,173.58476,0.5637695,,0.020539920777082400,0.017414947971701600,0.017029529437422800,0.052851274609565700,0.06524650752544400,0.05911210924386980,0.027861708775162700,0.05525572597980500,0.05538310110569,0.10729263722896600,0.0394146665930748,0.030985821038484600,0.06696774810552600,0.039938848465681100,0.029355475679040000,0.013306457549333600,0.08530628681182860,0.08413513004779820,0.03773859515786170,0.06912528723478320,0.06046021357178690,0.014550100080668900,0.022581053897738500,0.03412097692489620,0.021538779139518700,0.03138624131679540,0.06214040517807010,0.05545036494731900,0.02818509377539160,0.028363000601530100,0.09696786850690840,0.04210123419761660,0.020247256383299800,0.011654628440737700,0.049871429800987200,0.020645100623369200,0.08599639683961870,0.04005659371614460,0.016503766179084800,0.08727975189685820,0.042475879192352300,0.024179331958293900,0.02753080427646640,0.06204616278409960,0.040198374539613700,0.024891037493944200,0.04826974496245380,0.020372556522488600
participant,Go ahead.,175.35237,175.82951,0.98413086,,0.01718040555715560,0.016075680032372500,0.014908445999026300,0.050890062004327800,0.06692474335432050,0.06346778571605680,0.026575591415166900,0.04429991915822030,0.05706123262643810,0.11126092821359600,0.041169051080942200,0.01991160586476330,0.056354835629463200,0.03302158787846570,0.03242667764425280,0.013567021116614300,0.10272365808486900,0.08303168416023250,0.03313769772648810,0.07490547001361850,0.04767599329352380,0.015402840450406100,0.021144848316907900,0.0327351912856102,0.021843334659934000,0.017319729551672900,0.06801864504814150,0.058221764862537400,0.027072496712207800,0.029488248750567400,0.08174069225788120,0.04292633384466170,0.01967616379261020,0.010360636748373500,0.05153907090425490,0.020121343433857000,0.08072894811630250,0.04537411406636240,0.0166877843439579,0.08950711786746980,0.042221799492836,0.02433471381664280,0.02691902406513690,0.059879254549741700,0.038000110536813700,0.018479488790035200,0.0548921599984169,0.021536534652113900
robot/participant,Did not understand your answer? Should I close gripper? Yes.,178.69237,182.1119,0.9440918,,0.019631559029221500,0.0172275397926569,0.01623009704053400,0.048848725855350500,0.06968636065721510,0.06090792268514630,0.02718266099691390,0.04972127079963680,0.0534193255007267,0.11506475508213000,0.04628118872642520,0.030878761783242200,0.06490873545408250,0.03892652690410610,0.029789401218295100,0.013162328861653800,0.10250207036733600,0.08483603596687320,0.03774061053991320,0.07159837335348130,0.06461846083402630,0.01441543735563760,0.021749747917056100,0.03528789430856710,0.022206783294677700,0.020296886563301100,0.060494281351566300,0.05685226619243620,0.028091933578252800,0.028979545459151300,0.08181062340736390,0.04123503342270850,0.0198863185942173,0.010145333595573900,0.04986527934670450,0.020980268716812100,0.08447040617465970,0.04077561944723130,0.01646571233868600,0.0873713418841362,0.043050240725278900,0.02423202060163020,0.027375508099794400,0.06077945604920390,0.04054786264896390,0.029680851846933400,0.04803910851478580,0.021253462880849800
participant,Yes.,184.92,185.16,0.9921875,0.27441406,0.017698463052511200,0.01617501489818100,0.015387587249279000,0.04801935702562330,0.0653017908334732,0.05893019959330560,0.027458613738417600,0.046324051916599300,0.06389275938272480,0.11591298878192900,0.03813410922884940,0.021248241886496500,0.057518623769283300,0.03360862284898760,0.03551468253135680,0.013123491778969800,0.09061755985021590,0.0820276215672493,0.03278488665819170,0.06939538568258290,0.04921905696392060,0.015350627712905400,0.021602030843496300,0.03244291990995410,0.021806206554174400,0.017584413290023800,0.06511983275413510,0.05522409453988080,0.02767346240580080,0.028269698843359900,0.07858563959598540,0.04341408982872960,0.019692715257406200,0.01141133438795810,0.050344619899988200,0.021727226674556700,0.08822871744632720,0.04893076792359350,0.016837891191244100,0.08833763003349300,0.053024549037218100,0.024728741496801400,0.027769753709435500,0.060442693531513200,0.03900812193751340,0.016947871074080500,0.05077352002263070,0.024920223280787500
robot,Did not understand your answer. Should I close gripper?,187.48,190.36,0.95236546,,0.019039336591959,0.01653774455189710,0.015989134088158600,0.048239801079034800,0.07803069055080410,0.06115298718214040,0.027123620733618700,0.046569958329200700,0.054078396409750000,0.11137361079454400,0.04762378707528110,0.034017421305179600,0.0706293061375618,0.050680793821811700,0.028806347399950000,0.012965268455445800,0.10421530157327700,0.0884266048669815,0.04343625158071520,0.07205125689506530,0.08373057097196580,0.014323929324746100,0.02105124108493330,0.03401651978492740,0.021666444838047000,0.020014485344290700,0.06001954525709150,0.05719996243715290,0.027271728962659800,0.028640974313020700,0.08300149440765380,0.04117683321237560,0.01952722668647770,0.009760715067386630,0.049945153295993800,0.02108604833483700,0.08306732773780820,0.04034757986664770,0.01630266383290290,0.08728593587875370,0.04164401814341550,0.023825569078326200,0.027118071913719200,0.06078408658504490,0.038667332381010100,0.022518357262015300,0.04798455163836480,0.02029629424214360
robot/participant,"Yes, close it. Closing the gripper.",191.09447,194.9504,,,0.018961777910590200,0.016400927677750600,0.0180595051497221,0.04987754672765730,0.06634095311164860,0.05883878096938130,0.02883734367787840,0.04630885645747190,0.0555022768676281,0.1154600977897640,0.04636801779270170,0.02377050742506980,0.05724342539906500,0.037432391196489300,0.034618232399225200,0.013334866613149600,0.10879867523908600,0.08365315943956380,0.034315139055252100,0.0691993460059166,0.04880433529615400,0.01559321116656070,0.0216158926486969,0.03309740126132970,0.02306610345840450,0.01887015998363500,0.06853831559419630,0.055407702922821000,0.027415353804826700,0.028789130970835700,0.08530853688716890,0.042942117899656300,0.01956137642264370,0.010045796632766700,0.04972134903073310,0.026702191680669800,0.08581271767616270,0.041942376643419300,0.016305264085531200,0.0871155634522438,0.04910847544670110,0.02384062670171260,0.027140064164996100,0.060459014028310800,0.04023981839418410,0.01906210370361810,0.04824654012918470,0.028238020837307000
robot,I can't carry the object.,209.82704,211.26094,0.9957031,,0.01692669838666920,0.015949785709381100,0.014695055782795000,0.04499790817499160,0.0848936066031456,0.06778411567211150,0.026531659066677100,0.044260717928409600,0.0621815100312233,0.10154735296964600,0.034533336758613600,0.019597923383116700,0.05710582062602040,0.04711288958787920,0.027665026485920000,0.013009261339902900,0.08904608339071270,0.11002326011657700,0.03995173051953320,0.09021716564893720,0.04829731956124310,0.014386909082531900,0.023028157651424400,0.03472968935966490,0.021244412288069700,0.017289597541093800,0.059552114456892000,0.06027477979660030,0.03202835097908970,0.02985813468694690,0.07189548015594480,0.04104183614254000,0.01955767162144180,0.009711594320833680,0.059233829379081700,0.020117636770010000,0.08307019621133800,0.04006688669323920,0.01644044555723670,0.10517174005508400,0.0408552810549736,0.02392030507326130,0.032804880291223500,0.0648457258939743,0.03621730953454970,0.017679378390312200,0.058246929198503500,0.020033206790685700
robot,Take the object back.,219.5575,220.75067,0.8894043,,0.018967870622873300,0.016706135123968100,0.01569521054625510,0.04798082262277600,0.0695514902472496,0.05867123603820800,0.026991968974471100,0.04105963930487630,0.06015187129378320,0.12904833257198300,0.04805659502744680,0.019441764801740600,0.05513611063361170,0.037978872656822200,0.034087106585502600,0.013440344482660300,0.13071542978286700,0.08108866959810260,0.03259856626391410,0.06863885372877120,0.04660563915967940,0.015453619882464400,0.019961340352892900,0.0322013758122921,0.02329230308532720,0.017800230532884600,0.06629645824432370,0.055674292147159600,0.026558779180049900,0.028265362605452500,0.08491595834493640,0.04352846369147300,0.02002137526869770,0.010180004872381700,0.04972660169005390,0.025312650948762900,0.07975723594427110,0.044769223779439900,0.016502980142831800,0.08696282655000690,0.053211793303489700,0.024089379236102100,0.026553228497505200,0.05892157554626470,0.03687967732548710,0.01680559478700160,0.049828190356493000,0.028041571378707900
participant,Okay. You can release.,221.94386,223.0575,0.7252197,,0.017943762242794000,0.01694823056459430,0.014998884871602100,0.06396043300628660,0.07155298441648480,0.06651663780212400,0.027556870132684700,0.04436427354812620,0.055880408734083200,0.09982053935527800,0.03462837636470800,0.018713610246777500,0.058124713599681900,0.03771394491195680,0.028565935790538800,0.013728739693760900,0.09369473904371260,0.08245367556810380,0.03397604450583460,0.08021870255470280,0.047871183604002,0.018399810418486600,0.02120191976428030,0.032957546412944800,0.023371627554297400,0.018334945663809800,0.07226475328207020,0.060743436217308000,0.027343202382326100,0.031153861433267600,0.07711084932088850,0.04532577097415920,0.02009427733719350,0.009748308919370170,0.051060911267995800,0.020425498485565200,0.08272294700145720,0.05217231810092930,0.017080139368772500,0.08796769380569460,0.04349667951464650,0.02483173832297330,0.027682041749358200,0.0644574835896492,0.044687602669000600,0.018094168975949300,0.05157589539885520,0.022919537499547000
robot,Carry it for me.,228.94475,229.81705,0.9953613,,0.01951569877564910,0.018599821254611000,0.015004627406597100,0.04773940518498420,0.06988299638032910,0.058622393757104900,0.027290673926472700,0.04287251830101010,0.05586383864283560,0.11699570715427400,0.03945762291550640,0.020007118582725500,0.05556615814566610,0.040729232132434800,0.03933744132518770,0.013827357441186900,0.1055997908115390,0.08351359516382220,0.03392947465181350,0.06958669424057010,0.047023434191942200,0.015716634690761600,0.020905550569295900,0.0325905941426754,0.022265521809458700,0.01871672458946710,0.06254507601261140,0.05533268302679060,0.027855945751071000,0.028179509565234200,0.07516556978225710,0.04435070604085920,0.0230561513453722,0.011224303394556000,0.0509391687810421,0.028746211901307100,0.08563025295734410,0.04593701660633090,0.020598020404577300,0.08825284242630010,0.054022129625082000,0.024632908403873400,0.027411386370658900,0.05980987846851350,0.03720865398645400,0.016992934048175800,0.04986042156815530,0.02578522264957430
participant,Wanted to put it on the shelf? Okay. A put it on the self.,234.03757,244.06528,,,0.021318163722753500,0.01697554625570770,0.02044285088777540,0.05614985525608060,0.06184385344386100,0.06537527590990070,0.031084908172488200,0.05540402606129650,0.05238751694560050,0.1025025025010110,0.03569118306040760,0.026354487985372500,0.06638480722904210,0.029314620420336700,0.031170781701803200,0.016420815140008900,0.0938434973359108,0.07474210113286970,0.03249421715736390,0.06972242146730420,0.053322769701480900,0.016197994351387000,0.021387504413723900,0.02960248291492460,0.021340420469641700,0.017160292714834200,0.08203715831041340,0.05834478884935380,0.026198314502835300,0.027103697881102600,0.10002944618463500,0.04609754681587220,0.018899302929639800,0.010080602020025300,0.0479111447930336,0.022339487448334700,0.07985574752092360,0.041944485157728200,0.016039837151765800,0.08093877881765370,0.04729314520955090,0.02111230604350570,0.02561650425195690,0.05987222492694860,0.05109630525112150,0.017112288624048200,0.04511218145489690,0.022737979888916000
robot,Going for object C. Going for object D.,246.21536,289.245,,,0.014952506870031400,0.011619876138865900,0.012226027436554400,0.04067259281873700,0.0521857887506485,0.057702384889125800,0.021544182673096700,0.02973334863781930,0.06963956356048580,0.1040245071053510,0.060153912752866700,0.02644113264977930,0.03968193382024770,0.02658603899180890,0.021063506603241000,0.01236030738800760,0.12002869695425000,0.06381221115589140,0.029819553717970800,0.060002218931913400,0.035024791955947900,0.013946082442998900,0.019563615322113000,0.020442672073841100,0.014604773372411700,0.013689868152141600,0.06521809846162800,0.05605947971343990,0.02087985910475250,0.03384365141391750,0.04665984958410260,0.03510749340057370,0.013153942301869400,0.009685374796390530,0.05391575023531910,0.016194647178053900,0.06970920413732530,0.026991557329893100,0.01387427281588320,0.060593195259571100,0.031506914645433400,0.016453294083476100,0.01762419007718560,0.04856307432055470,0.028330394998192800,0.010340312495827700,0.0496365949511528,0.019290301948785800
robot,I can't place the object.,318.20618,319.64175,0.98876953,,0.016957323998212800,0.015922700986266100,0.015116811729967600,0.04503100365400310,0.07217951864004140,0.06724729388952260,0.026784013956785200,0.04385360702872280,0.05888936668634420,0.1039753332734110,0.03588029742240910,0.021013397723436400,0.05896281450986860,0.0399588905274868,0.027892155572772000,0.013090773485600900,0.09170695394277570,0.10292216390371300,0.03737097233533860,0.08370709419250490,0.049430154263973200,0.014417141675949100,0.02353992871940140,0.03329496085643770,0.021566344425082200,0.017615824937820400,0.05974160507321360,0.0598834790289402,0.03158680722117420,0.030361097306013100,0.07197465747594830,0.04101365804672240,0.019427334889769600,0.009876838885247710,0.05453498288989070,0.020451275631785400,0.08434577286243440,0.04053320735692980,0.01641836389899250,0.10027612745761900,0.041158419102430300,0.02391069196164610,0.032944146543741200,0.065207339823246,0.03630051016807560,0.01723594032227990,0.05333039537072180,0.020422469824552500
robot,Take the object back.,333.4273,334.61884,0.9466553,,0.018630431964993500,0.016565484926104500,0.015742389485240000,0.05003533884882930,0.07589273899793630,0.05987812578678130,0.027249651029706,0.042271893471479400,0.06096385419368740,0.11668775975704200,0.04551273211836820,0.019790178164839700,0.05598723143339160,0.04345860704779630,0.03143129497766500,0.013412307016551500,0.11298415809869800,0.08191318809986120,0.03385269641876220,0.06937315315008160,0.04703317582607270,0.015582280233502400,0.02020786888897420,0.03221740946173670,0.023320486769080200,0.01816166564822200,0.06751831620931630,0.05668165162205700,0.02676970884203910,0.028722476214170500,0.08482594788074490,0.04313479736447330,0.019879233092069600,0.010230803862214100,0.04994185268878940,0.022216349840164200,0.08045150339603420,0.04361370950937270,0.016636747866869000,0.08701004832983020,0.047104328870773300,0.024463236331939700,0.026728522032499300,0.059675294905901000,0.037756673991680100,0.016660243272781400,0.050673291087150600,0.024435268715024000
robot/participant,Okay. Place it for me.,336.287,339.0858,,,0.01777692511677740,0.01633850298821930,0.014897300861775900,0.04737517982721330,0.06545232236385350,0.060593340545892700,0.026524703949689900,0.04354681447148320,0.06720293313264850,0.1426807940006260,0.052995990961790100,0.021097103133797600,0.05544804409146310,0.03530145809054380,0.031544189900159800,0.014032324776053400,0.11278276145458200,0.08140432834625240,0.032600920647382700,0.07022395730018620,0.04881487041711810,0.015225162729620900,0.02066766656935220,0.03306049853563310,0.02324949949979780,0.017315443605184600,0.061775460839271500,0.05576694756746290,0.027348333969712300,0.028599627315998100,0.08351413160562520,0.04226946085691450,0.020090781152248400,0.009739229455590250,0.04993565380573270,0.022391559556126600,0.07970883697271350,0.05774587392807010,0.017354244366288200,0.08737032860517500,0.047080036252737000,0.02503141574561600,0.02705724909901620,0.058836571872234300,0.03642760217189790,0.02366446703672410,0.05366476997733120,0.02411828748881820
participant,There you go.,341.71094,368.25845,,,0.01973745785653590,0.01644957810640340,0.014369328506290900,0.06295810639858250,0.05733073502779010,0.05850571393966680,0.028887851163744900,0.046704813838005100,0.05755632370710370,0.09183249622583390,0.030950844287872300,0.021607590839266800,0.0605461522936821,0.02748599462211130,0.027941713109612500,0.014628151431679700,0.09988917410373690,0.0742097795009613,0.031932178884744600,0.0631050243973732,0.05194306746125220,0.023157477378845200,0.023915084078908000,0.02731376886367800,0.019827943295240400,0.017720792442560200,0.09971050173044210,0.05220835283398630,0.02591409906744960,0.029599174857139600,0.07853327691555020,0.0466892346739769,0.02016858384013180,0.013500742614269300,0.05541803687810900,0.021111691370606400,0.07589051127433780,0.04055055230855940,0.018630512058734900,0.07422599196434020,0.03970593214035030,0.0278133824467659,0.02494005486369130,0.06206574663519860,0.050927840173244500,0.016848202794790300,0.048670340329408600,0.027237819507718100
robot/participant,Please place new set of objects on the table. Are you done placing the objects? No. Okay. Are you done placing the objects?,468.47665,517.4314,,,0.011948907747864700,0.009451586753129960,0.008977128192782400,0.061373233795166000,0.06238909810781480,0.06351286172866820,0.01731834188103680,0.07013381272554400,0.05202123150229450,0.08284508436918260,0.03392929583787920,0.02649698220193390,0.15844371914863600,0.042760711163282400,0.02157622203230860,0.007225323002785440,0.07484225183725360,0.08336997777223590,0.044886086136102700,0.06772846728563310,0.09778397530317310,0.010679984465241400,0.028773516416549700,0.018273508176207500,0.010651031509041800,0.012268243357539200,0.04649553447961810,0.05022863671183590,0.02187563106417660,0.02520274929702280,0.04357714578509330,0.027743976563215300,0.01091616041958330,0.007776714861392980,0.04423202946782110,0.01718919537961480,0.07942736148834230,0.025689439848065400,0.011359777301549900,0.05036439001560210,0.026705071330070500,0.012498630210757300,0.020873498171567900,0.11878634244203600,0.050328876823186900,0.011796006932854700,0.038194168359041200,0.01577766239643100
participant,"Yes, I am.",518.2437,518.9622,0.94970703,,0.019209053367376300,0.0166748259216547,0.015742871910333600,0.04820815101265910,0.06648240983486180,0.059083111584186600,0.02800651080906390,0.04328746721148490,0.0574197955429554,0.1106417328119280,0.03752417117357250,0.02098819985985760,0.05539758503437040,0.034282274544239000,0.039271280169487,0.013041327707469500,0.10429562628269200,0.08469858765602110,0.03311200439929960,0.06941904127597810,0.04856377840042110,0.01681680977344510,0.022647006437182400,0.03261556103825570,0.0218439232558012,0.017712194472551300,0.0670311376452446,0.05510609969496730,0.03000592440366750,0.028205905109643900,0.07521912455558780,0.046955011785030400,0.020353391766548200,0.01264866255223750,0.05115404725074770,0.0281185545027256,0.10404178500175500,0.04945065826177600,0.016595371067524000,0.09227114915847780,0.060722675174474700,0.024027837440371500,0.029209468513727200,0.05995602905750280,0.04188210889697080,0.017776619642972900,0.05041908845305440,0.03357841074466710
